ccode;oldctbank;newctbank;csname;cnamer;oldcopf;newcopf;cregnum;oldcregnr;newcregnr;cdreg;lic;strcuraddr;ogrn
450 041 925;;;"АО ""СМАРТБАНК""";СМАРТБАНК;АО;НПАО;3 408;;;28.05.2002;ОТЗ;"111024, г. Москва, ул. Старообрядческая, д. 46 ""А""";1025000006459
660 000 002;;;"Банк ""Смолевич"" (ПАО)";СМОЛЕВИЧ;ПАО;ПАО;1 121;;;07.12.1990;ОТЗ;216500, Смоленская область, город Рославль, ул.Пролетарская, 47;1026700000051
660 000 003;;;"ОАО ""Смоленский Банк""";СМОЛЕНСКИЙ БАНК;ОАО;ОАО (АО);2 029;;;25.08.1992;ОТЗ;214000, город Смоленск, ул.Тенишевой, д.6 а;1126700000558
750 000 010;;;"Банк ""Снежинский"" АО";СНЕЖИНСКИЙ;АО;НПАО;1 376;;;14.02.1991;;456770, Челябинская область, г. Снежинск, ул. Васильева, д. 19;1027400009064
920 000 016;;;"""Соверен Банк"" (АО)";СОВЕРЕН БАНК;АО;НПАО;3 206;;;27.01.1995;ОТЗ;105120, г. Москва, пер. Полуярославский Б., д. 12;1021600000498
190 000 002;;;"АО Банк ""Советский""";СОВЕТСКИЙ;АО;НПАО;558;;;24.10.1990;ОТЗ;194044, г. Санкт-Петербург, Большой Сампсониевский пр., д. 4-6, лит. А;1027800000040
340 000 004;;;"ПАО ""Совкомбанк""";СОВКОМБАНК;ПАО;ПАО;963;;;27.11.1990;;156000, г. Кострома, пр. Текстильщиков, д. 46;1144400000425
450 001 084;;;"ОАО Банк ""СОДРУЖЕСТВО""";СОДРУЖЕСТВО;ОАО;ОАО (АО);2 923;;;27.06.1994;ОТЗ;119017, г. Москва, ул. Большая Ордынка, дом 40, строение 1;1027739008879
450 000 941;;;"АО КБ ""Соколовский""";СОКОЛОВСКИЙ;АО;НПАО;2 830;;;11.05.1994;;121108, г. Москва, ул. Ивана Франко, д. 8;1027739247227
300 000 005;;;"АО ""Солид Банк""";СОЛИД БАНК;АО;НПАО;1 329;;;04.01.1991;;690091, г. Владивосток, ул. Алеутская, д. 33;1024100000121
360 000 021;;;"АО КБ ""Солидарность""";СОЛИДАРНОСТЬ;АО;НПАО;554;;;23.10.1990;;443099, г.Самара, ул.Куйбышева,90;1026300001848
450 000 092;;;"Банк ""Солидарность"" АО";СОЛИДАРНОСТЬ;АО;НПАО;1 555;;;02.09.1991;ОТЗ;119334,  г. Москва, Ленинский проспект, дом 37, корпус 1;1027739165409
450 000 868;;;"БАНК ""СОФРИНО"" (ЗАО)";СОФРИНО;ЗАО;ЗАО (АО);2 972;;;18.07.1994;ОТЗ;125009 , г. Москва, Леонтьевский пер., д. 2 А, стр.2;1027700003935
450 000 828;;;"""СОЦИУМ-БАНК"" (ООО)";СОЦИУМ-БАНК;ООО;ООО (Паевое);2 881;;;09.06.1994;;Российская Федерация, город Москва, Ленинградский проспект, дом 80, корпус 16;1037739058609
450 000 946;;;"ООО КБ ""СОЮЗНЫЙ""";СОЮЗНЫЙ;ООО;ООО (Паевое);3 236;;;15.03.1995;ОТЗ;107014,  г. Москва, улица Бабаевская, дом 6;1027739051383
410 000 004;;;"ПАО ""СПБ Банк""";СПБ Банк;ПАО;ПАО;435;;;03.10.1990;;127006, г. Москва, ул. Долгоруковская, д. 38, стр. 1;1037700041323
512 055 083;НКО — центральный контрагент;НКО ЦК;"НКО-ЦК ""СПБ Клиринг"" (АО)";СПБ КЛИРИНГ;АО;НПАО;3 539;-ЦК;-ЦК;28.09.2020;;127006 г. Москва, ул. Долгоруковская, д 38, строение 1, этаж 2, помещение 1, комнаты 2,3;1097799031472
450 000 903;;;КБ СССБ (ООО);СПЕЦСЕТЬСТРОЙБАНК;ООО;ООО (Паевое);3 062;;;01.09.1994;ОТЗ;115035,  г. Москва, ул. Балчуг, д. 3/2;1037739770661
450 000 403;;;"ООО ""СПЕЦСТРОЙБАНК""";СПЕЦСТРОЙБАНК;ООО;ООО (Паевое);236;;;22.02.1993;;109004,  г. Москва, ул. Александра Солженицына, д. 12, стр. 4;1027739412359
920 000 018;;;"АКБ ""Спурт"" (ПАО)";СПУРТ;ПАО;ПАО;2 207;;;22.12.1992;ОТЗ;420107, г.Казань, ул.Спартаковская, дом 2;1021600000421
530 000 003;;;"КБ ""Спутник"" (ПАО)";СПУТНИК;ПАО;ПАО;1 071;;;05.12.1990;ОТЗ;443041, г. Самара, ул. Агибалова, д. 48;1025600006024
70 000 014;;;ПАО Ставропольпромстройбанк;СТАВРОПОЛЬПРОМСТРОЙБАНК;ПАО;ПАО;1 288;;;26.12.1990;;355041, Ставропольский край, г.Ставрополь, ул. Краснофлотская, 88а;1022600000092
710 000 007;;;"АО ""СтарБанк""";СТАРБАНК;АО;НПАО;548;;;23.10.1990;ОТЗ;127055, город Москва, улица Бутырский Вал, дом 68/70, строение 1;1028900000051
600 000 021;;;"АО АКБ ""Стелла-Банк""";СТЕЛЛА-БАНК;АО;НПАО;2 948;;;29.06.1994;ОТЗ;344022, г. Ростов-на-Дону, ул. Большая Садовая, 188а;1026100001938
450 001 154;;;"ООО КБ ""Столичный Кредит""";СТОЛИЧНЫЙ КРЕДИТ;ООО;ООО (Паевое);2 853;;;17.05.1994;;105005,  г. Москва, ул. Бауманская, д. 54, стр. 1;1027739199927
450 000 629;;;"АКБ ""СТРАТЕГИЯ"" (ПАО)";СТРАТЕГИЯ;ПАО;ПАО;2 801;;;22.04.1994;ОТЗ;119435, г. Москва, Большой Саввинский переулок, дом 12, строение 11;1027739199355
490 000 003;;;"""Банк Стрела"" АО";СТРЕЛА;АО;НПАО;2 152;;;06.11.1992;ОТЗ;117587, г. Москва, Варшавское шоссе, дом 118, корп. 1;1027800000403
450 000 167;;;"ОАО КБ ""Стройкредит""";СТРОЙКРЕДИТ;ОАО;ОАО (АО);18;;;26.12.1991;ОТЗ;109544, г. Москва, ул. Большая Андроньевская, д. 17;1037711012525
710 000 026;;;"КБ ""СТРОЙЛЕСБАНК"" (ООО)";СТРОЙЛЕСБАНК;ООО;ООО (Паевое);2 995;;;26.07.1994;;625000, г. Тюмень, ул. Республики, дом 65;1028600003442
450 001 126;;;СБ Банк (ООО);СУДОСТРОИТЕЛЬНЫЙ БАНК;ООО;ООО (Паевое);2 999;;;27.07.1994;ОТЗ;115035,  г. Москва, Раушская наб., д.4/5, стр.1;1027739177091
450 057 457;;;"АО ""СМБСР Банк""";СУМИТОМО МИЦУИ РУС БАНК;АО;НПАО;3 494;;;07.04.2009;;123112, г. Москва, Пресненская набережная, д. 10;1097711000045
710 000 045;;;"АО БАНК ""СНГБ""";СУРГУТНЕФТЕГАЗБАНК;АО;НПАО;588;;;25.10.1990;;628404, Тюменская область, Ханты-Мансийский автономный округ - Югра, город Сургут, улица Григория Кукуевицкого, дом 19;1028600001792
410 000 006;;;"АО ""СЭБ Банк""";СЭБ БАНК;АО;НПАО;3 235;;;15.03.1995;;195009, г. Санкт-Петербург, ул. Михайлова, д.11;1027800000910
980 000 021;;;"Банк ""Таатта"" АО";ТААТТА;АО;НПАО;1 249;;;20.12.1990;ОТЗ;677018, Республика Саха (Якутия), г. Якутск, ул. Чепалова, д. 36;1021400000380
400 000 009;;;Таврический Банк (АО);ТАВРИЧЕСКИЙ БАНК;АО;НПАО;2 304;;;21.04.1993;;191014, Санкт-Петербург, ул. Радищева, дом 39, литер А;1027800000315
600 000 003;;;"АО ""Таганрогбанк""";ТАГАНРОГБАНК;АО;НПАО;3 136;;;19.10.1994;;347900, Ростовская область, г.Таганрог, ул. Греческая, 71;1026100002565
320 000 004;НКО;НДКО;"ООО НКО ""Тайдон""";ТАЙДОН;ООО;ООО (Паевое);2 085;-Д;-Д;18.09.1992;;650070, Кемеровская область - Кузбасс, г. Кемерово, пр. Молодежный, д. 5;1024200685948
600 000 001;;;"ПАО ""Тайм Банк""";ТАЙМ БАНК;ПАО;ПАО;3 120;;;10.10.1994;ОТЗ;127254, г. Москва, ул. Руставели, д. 6;1026100001839
10 000 011;;;"ООО ""КБ ""Тальменка-банк""";ТАЛЬМЕНКА-БАНК;ООО;ООО (Паевое);826;;;16.11.1990;ОТЗ;656037, Алтайский край, г.Барнаул, пр.Ленина, 156-а;1022200529537
680 000 002;;;"АО Банк ""ТКПБ""";ТАМБОВКРЕДИТПРОМБАНК;АО;НПАО;1 312;;;28.12.1990;;392000, г. Тамбов, ул. Советская, 118;1026800000017
920 000 011;;;"ООО ""ТАТАГРОПРОМБАНК""";ТАТАГРОПРОМБАНК;ООО;ООО (Паевое);728;;;11.11.1990;ОТЗ;420097, Республика Татарстан, г.Казань, ул.Зинина, д.4;1021600002500
920 000 020;;;"АО ""ТАТСОЦБАНК""";ТАТСОЦБАНК;АО;НПАО;480;;;12.10.1990;;420111, г.Казань, ул.Чернышевского, 18/23;1021600000256
920 000 022;;;"ПАО ""Татфондбанк""";ТАТФОНДБАНК;ПАО;ПАО;3 058;;;24.08.1994;ОТЗ;420111, г.Казань, ул.Чернышевского, д. 43/2;1021600000036
750 000 017;;;Таурус Банк (АО);ТАУРУС БАНК;АО;НПАО;655;;;31.10.1990;ОТЗ;127051, г.Москва, Крапивенский переулок, дом 4, строение 1, здание 3;1027400009790
512 021 914;НКО;Платежная НКО;"ООО НКО ""Твои платежи""";ТВОИ ПЛАТЕЖИ;ООО;ООО (Паевое);3 518;-К;-К;08.04.2013;;119002, г. Москва, ул. Арбат, д. 10;1137711000052
450 000 691;;;"ПАО МАБ ""Темпбанк""";ТЕМПБАНК;ПАО;ПАО;55;;;17.12.1991;ОТЗ;109044,  г. Москва, ул. Крутицкий вал, д. 26, строение 2;1027739270294
450 000 333;;;"АКБ ""ТЕНДЕР-БАНК"" (АО)";ТЕНДЕР-БАНК;АО;НПАО;2 252;;;25.01.1993;;Российская Федерация, 115280, г. Москва, ул. Ленинская Слобода, д.19, стр.1;1027739463300
920 000 007;;;"АО ""Тимер Банк""";ТИМЕР БАНК;АО;НПАО;1 581;;;03.10.1991;;115054, г. Москва, ул. Бахрушина, д. 23, стр. 2;1021600000146
450 000 562;;;"АО ""Тинькофф Банк""";ТИНЬКОФФ БАНК;АО;НПАО;2 673;;;28.01.1994;;127287, г. Москва, ул. 2-я Хуторская, дом 38А, стр. 26;1027739642281
640 000 014;;;"ОАО ""Тихоокеанский Внешторгбанк""";ТИХООКЕАНСКИЙ ВНЕШТОРГБАНК;ОАО;ОАО (АО);1 378;;;20.02.1991;ОТЗ;693020, Сахалинская область, г. Южно-Сахалинск,  Коммунистический проспект,  д. 76.;1026500000031
450 053 656;;;"АО ""Тойота Банк""";ТОЙОТА БАНК;АО;НПАО;3 470;;;03.04.2007;;127273, г. Москва, улица Отрадная, дом 2Б, строение 1;1077711000058
360 000 003;;;"АО ""Тольяттихимбанк""";ТОЛЬЯТТИХИМБАНК;АО;НПАО;2 507;;;21.09.1993;;445009, Самарская обл., г.Тольятти, ул.Горького, 96;1026300001881
690 000 003;;;"ПАО ""Томскпромстройбанк""";ТОМСКПРОМСТРОЙБАНК;ПАО;ПАО;1 720;;;10.01.1992;;634061, город Томск, проспект Фрунзе, 90;1027000002446
280 000 008;;;"АО БАНК ""ТГБ""";ТОРГОВЫЙ ГОРОДСКОЙ БАНК;АО;НПАО;3 180;;;16.12.1994;ОТЗ;129090, г. Москва, Спасский тупик, д. 2, строение 1;1026900000050
280 000 005;;;"АО ""Банк ""Торжок""";ТОРЖОК;АО;НПАО;933;;;23.11.1990;;172002, Тверская область, г.Торжок, площадь Ананьина, дом 3;1026900000170
512 057 384;;;"ООО ""Банк Точка""";ТОЧКА;ООО;ООО (Паевое);3 545;;;10.01.2023;;109044, Российская Федерация, г. Москва, вн.тер.г. муниципальный округ Южнопортовый, пер. 3-й Крутицкий, д. 11, помещ. 7Н;1237700005157
450 000 320;;;ТКБ БАНК ПАО;ТРАНСКАПИТАЛБАНК;ПАО;ПАО;2 210;;;24.12.1992;;109147,  г. Москва, ул.Воронцовская, д.27/35;1027739186970
450 000 270;;;"КБ ""Транснациональный банк"" (ООО)";ТРАНСНАЦИОНАЛЬНЫЙ БАНК;ООО;ООО (Паевое);2 108;;;09.10.1992;ОТЗ;119180,  г. Москва, 1-й Хвостов пер., д. 3А, стр. 2;1027739300050
450 001 009;;;"ООО КБ ""Транспортный""";ТРАНСПОРТНЫЙ;ООО;ООО (Паевое);3 174;;;05.12.1994;ОТЗ;129090, г. Москва, ул. Каланчёвская, д. 49;1027739542258
450 000 632;;;"АКБ ""Трансстройбанк"" (АО)";ТРАНССТРОЙБАНК;АО;НПАО;2 807;;;28.04.1994;;115093,  г. Москва, ул. Дубининская, д. 94.;1027739582089
400 000 028;;;"Банк ""ТРАСТ"" (ПАО)";ТРАСТ;ПАО;ПАО;3 279;;;27.11.1995;;121151, г. Москва, ул. Можайский Вал, д. 8;1027800000480
450 042 635;;;"АО ""ТРОЙКА-Д БАНК""";ТРОЙКА-Д БАНК;АО;НПАО;3 431;;;31.12.2002;ОТЗ;119180, г. Москва, ул. Большая Полянка, д. 19, стр. 1;1027744007246
450 000 584;;;"АО ""ТУСАРБАНК""";ТУСАР;АО;НПАО;2 712;;;24.02.1994;ОТЗ;109240, г. Москва, улица Верхняя Радищевская, дом 17/2, строение 2;1027739482242
450 000 608;;;"АО ""ТЭМБР-БАНК""";ТЭМБР-БАНК;АО;НПАО;2 764;;;28.03.1994;ОТЗ;127473,  г. Москва, 1-й Волконский пер., д. 10;1027739282581
710 000 015;;;"ЗАО ""ТЮМЕНЬАГРОПРОМБАНК""";ТЮМЕНЬАГРОПРОМБАНК;ЗАО;ЗАО (АО);917;;;23.11.1990;ОТЗ;625002, Тюменская область, г. Тюмень, ул. Комсомольская, д. 60;1027200000080
320 000 008;;;"АО ""Углеметбанк""";УГЛЕМЕТБАНК;АО;НПАО;2 997;;;27.07.1994;;454138, г.Челябинск, ул.Молодогвардейцев, 17б;1024200006434
650 000 015;;;"ООО ""УИК-БАНК""";УИК-БАНК;ООО;ООО (Паевое);1 300;;;27.12.1990;ОТЗ;454084, г.Челябинск, Свердловский проспект, дом 35 А;1026600000041
650 000 017;;;"""УМ-Банк"" ООО";УМ-БАНК;ООО;ООО (Паевое);1 441;;;17.04.1991;ОТЗ;115184, г. Москва, ул. Ордынка Б, д. 59, стр. 2;1026600000063
360 000 020;;;"КБ ""Унифин"" АО";УНИФИН;АО;НПАО;2 654;;;20.01.1994;ОТЗ;127051, г. Москва, 1-ый Колобовский переулок, дом 11;1027739197914
450 042 006;;;"ООО ""Унифондбанк""";УНИФОНДБАНК;ООО;ООО (Паевое);3 416;;;20.06.2002;;127473, г. Москва, 1-ый Волконский переулок, дом 13;1027739042143
750 000 014;;;"ЗАО КБ ""УРАЛЛИГА""";УРАЛЛИГА;ЗАО;ЗАО (АО);1 626;;;20.11.1991;ОТЗ;454091, г.Челябинск, ул.Свободы, 83;1027400000803
750 000 013;;;"АО ""УРАЛПРОМБАНК""";УРАЛПРОМБАНК;АО;НПАО;2 964;;;11.07.1994;;454090, г.Челябинск, ул.Свободы, 97;1027400001727
800 000 002;;;"ПАО ""БАНК УРАЛСИБ""";УРАЛСИБ;ПАО;ПАО;2 275;;;28.01.1993;;119048, г. Москва, ул. Ефремова, 8;1020280000190
650 000 005;;;"ПАО ""Уралтрансбанк""";УРАЛТРАНСБАНК;ПАО;ПАО;812;;;29.11.1991;ОТЗ;"620027, г.Екатеринбург, ул. Мельковская, 2 ""Б""";1026600001779
650 000 018;;;"ООО КБ ""Уралфинанс""";УРАЛФИНАНС;ООО;ООО (Паевое);1 370;;;07.02.1991;;620075, Свердловская область, г. Екатеринбург, ул. Кузнечная, д.83;1026600001361
650 000 031;;;"ПАО КБ ""УБРиР""";УРАЛЬСКИЙ БАНК РЕКОНСТРУКЦИИ И РАЗВИТИЯ;ПАО;ПАО;429;;;28.09.1990;;620063, г. Екатеринбург, ул. 8 Марта, дом 51, этаж 11;1026600000350
800 000 010;;;"ООО ""УралКапиталБанк""";УРАЛЬСКИЙ КАПИТАЛ;ООО;ООО (Паевое);2 519;;;30.09.1993;ОТЗ;450071, Российская Федерация , Республика Башкортостан, город Уфа, улица Рязанская, дом  10;1020200000402
940 000 014;;;"ОАО ""УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК""";УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК;ОАО;ОАО (АО);2 523;;;05.10.1993;ОТЗ;426008, Удмуртская Республика, г. Ижевск, ул. Пушкинская, 268;1021800001190
570 000 020;;;"АО КБ ""Урал ФД""";УРАЛЬСКИЙ ФИНАНСОВЫЙ ДОМ;АО;НПАО;249;;;27.12.1991;;614066, Российская Федерация, город Пермь, улица Стахановская, дом 54 строение Д;1025900000048
450 054 237;;;"АО ""Ури Банк""";УРИ БАНК;АО;НПАО;3 479;;;18.10.2007;;121099, г. Москва, Новинский бульвар, дом 8;1077711000190
80 000 007;;;"Банк ""Уссури"" (АО)";УССУРИ;АО;НПАО;596;;;26.10.1990;ОТЗ;680013, город Хабаровск, улица Карла Маркса, дом 96 А;1022700002654
360 000 014;;;"АО ""ФИА-БАНК""";ФИА-БАНК;АО;НПАО;2 542;;;25.10.1993;ОТЗ;445037, Самарская обл., г. Тольятти,  Новый проезд, д.8;1026300001980
400 000 029;;;"ООО КБ ""Финансовый капитал""";ФИНАНСОВЫЙ КАПИТАЛ;ООО;ООО (Паевое);3 288;;;03.04.1996;ОТЗ;190121, г. Санкт-Петербург, ул.Садовая, дом 121, литер А;1037858008506
810 000 010;;;"КБ ""Финансовый стандарт"" (ООО)";ФИНАНСОВЫЙ СТАНДАРТ;ООО;ООО (Паевое);1 053;;;03.12.1990;ОТЗ;129090, г. Москва, ул. Троицкая, д. 7, стр. 4;1027739326306
450 000 991;;;"""ФИНАРС Банк"" (АО)";ФИНАРС БАНК;АО;НПАО;2 938;;;29.06.1994;ОТЗ;109240,  г. Москва, Москворецкая набережная, д. 7, стр. 2;1027744001878
450 000 292;;;"АКБ ""ФИНПРОМБАНК"" (ПАО)";ФИНПРОМБАНК;ПАО;ПАО;2 157;;;19.11.1992;ОТЗ;107045,  г. Москва, Последний переулок, д.24;1027739174759
450 039 653;;;"АО ""Банк Финсервис""";ФИНСЕРВИС;АО;НПАО;3 388;;;05.11.2001;;121151, г. Москва, Набережная Тараса Шевченко, дом 23 А, 2 этаж, пом. 1, ком. № 1;1087711000013
40 000 007;;;ПАО ФИНСТАР БАНК;ФИНСТАР;ПАО;ПАО;3 245;;;27.03.1995;;196084, г. Санкт-Петербург, ул. Черниговская, 8, лит. А, пом. 1-Н;1022400003944
450 000 319;;;"ПАО Банк ""ФК Открытие""";ФК ОТКРЫТИЕ;ПАО;ПАО;2 209;;;15.12.1992;;115114, г. Москва, ул. Летниковская, д.2, стр.4;1027739019208
450 059 573;;;"ООО ""Фольксваген Банк РУС""";ФОЛЬКСВАГЕН БАНК РУС;ООО;ООО (Паевое);3 500;;;02.07.2010;;117485, г. Москва, ул. Обручева, д. 30/1, строение 2;1107711000044
450 000 194;;;"АКБ ""ФОРА-БАНК"" (АО)";ФОРА-БАНК;АО;НПАО;1 885;;;27.05.1992;;119021,  г. Москва, Зубовский бульвар, д.25;1027739553764
220 001 768;;;"АО ""ФОРУС Банк""";ФОРУС БАНК;АО;НПАО;3 457;;;24.06.2005;ОТЗ;603000, г. Нижний Новгород, ул. Максима Горького, д.117;1055200015408
530 000 009;;;"АКБ ""Форштадт"" (АО)";ФОРШТАДТ;АО;НПАО;2 208;;;15.12.1992;;460001, Оренбургская область, г. Оренбург, ул. Чкалова, 35/1;1025600000854
950 000 001;;;"ООО ""Хакасский муниципальный банк""";ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК;ООО;ООО (Паевое);1 049;;;03.12.1990;;655017, Республика Хакасия, г.Абакан, ул.Хакасская, 73;1021900002563
220 000 021;;;"ПАО Комбанк ""Химик""";ХИМИК;ПАО;ПАО;1 114;;;07.12.1990;;606008, Нижегородская область, г.Дзержинск, улица Урицкого, 10 - Б;1025200000198
450 000 650;;;"ООО ""ХКФ Банк""";ХКФ БАНК;ООО;ООО (Паевое);316;;;12.05.1992;;125124, г. Москва, ул. Правды, д. 8, корпус 1;1027700280937
330 000 001;;;"АО КБ ""Хлынов""";ХЛЫНОВ;АО;НПАО;254;;;06.03.1990;;610002, г.Киров, ул. Урицкого, д. 40;1024300000042
450 001 078;;;"КБ ""Холдинг-Кредит"" ООО";ХОЛДИНГ-КРЕДИТ;ООО;ООО (Паевое);3 030;;;04.08.1994;ОТЗ;121069, г. Москва, ул. Садовая-Кудринская, д. 2/62, стр. 4;1037739574773
512 058 998;НКО — центральный контрагент;НКО ЦК;"НКО ""Центр расчетов"" (АО)";ЦЕНТР РАСЧЕТОВ;АО;НПАО;3 547;-ЦК;-ЦК;05.12.2023;;Российская Федерация, 127006, город Москва, муниципальный округ Тверской, улица Долгоруковская, дом 38, строение 1, помещение 2/4;1237700850683
450 000 561;;;"ООО КБ ""Центрально-Европейский Банк""";ЦЕНТРАЛЬНО-ЕВРОПЕЙСКИЙ БАНК;ООО;ООО (Паевое);2 670;;;28.01.1994;ОТЗ;672007, г. Чита, ул. Бабушкина, д. 108, помещение 4;1027700474944
600 000 026;;;"ПАО КБ ""Центр-инвест""";ЦЕНТР-ИНВЕСТ;ПАО;ПАО;2 225;;;28.12.1992;;344000, г. Ростов-на-Дону, пр. Соколова, 62;1026100001949
450 001 066;;;Центркомбанк ООО;ЦЕНТРКОМБАНК;ООО;ООО (Паевое);2 983;;;19.07.1994;ОТЗ;115054,  г. Москва, 3-й Монетчиковский пер., д.11, стр.1;1027739019527
450 000 025;;;"АО АКБ ""ЦентроКредит""";ЦЕНТРОКРЕДИТ;АО;НПАО;121;;;28.02.1992;;119017,  г. Москва, ул.Пятницкая, д.31/2, стр. 1;1027739198387
540 000 001;;;"Банк ""ЦЕРИХ"" (ЗАО)";ЦЕРИХ;ЗАО;ЗАО (АО);3 278;;;16.11.1995;ОТЗ;302030, г. Орёл, ул. Московская, 29;1025700000578
640 000 016;;;"ООО ""Цифра банк""";ЦИФРА БАНК;ООО;ООО (Паевое);1 143;;;10.12.1990;;Российская Федерация, 123112, вн. тер. г. муниципальный округ Пресненский, г. Москва, 1-й Красногвардейский проезд, д. 15, помещение 1/17;1026500000317
512 035 614;;;ЦМРБанк (ООО);ЦМРБАНК;ООО;ООО (Паевое);3 531;;;28.04.2015;;127055, г. Москва, ул. Палиха, д. 10, стр. 7;1157700005759
512 020 696;;;"ООО ""Чайна Констракшн Банк""";ЧАЙНА КОНСТРАКШН БАНК;ООО;ООО (Паевое);3 515;;;04.03.2013;;101000, г. Москва, пр. Лубянский, д. 11/1, стр. 1;1137711000030
512 033 151;;;"ООО ""Чайнасельхозбанк""";ЧАЙНАСЕЛЬХОЗБАНК;ООО;ООО (Паевое);3 529;;;25.09.2014;;125047, г. Москва, ул. Лесная, д. 5;1147711000051
750 000 018;;;"ПАО ""ЧЕЛИНДБАНК""";ЧЕЛИНДБАНК;ПАО;ПАО;485;;;16.10.1990;;454091, г. Челябинск, ул. Маркса, 80;1027400000110
750 000 016;;;"ПАО ""ЧЕЛЯБИНВЕСТБАНК""";ЧЕЛЯБИНВЕСТБАНК;ПАО;ПАО;493;;;17.10.1990;;454113, г.Челябинск, пл.Революции, 8;1027400001650
970 000 003;;;"АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ПАО";ЧУВАШКРЕДИТПРОМБАНК;ПАО;ПАО;1 280;;;24.12.1990;ОТЗ;428018, Чувашская Республика, г.Чебоксары, Проспект Московский,3;1022100000064
450 016 087;;;"ООО ""Эйч-эс-би-си Банк (РР)""";ЭЙЧ-ЭС-БИ-СИ БАНК (РР);ООО;ООО (Паевое);3 290;;;23.04.1996;;115054, г. Москва, Павелецкая площадь, дом 2, строение 2;1027739139075
450 001 053;;;"ООО КБ ""ЭКО-ИНВЕСТ""";ЭКО-ИНВЕСТ;ООО;ООО (Паевое);3 116;;;10.10.1994;;109240,  г. Москва, ул. Верхняя Радищевская, д.18, стр.2;1027739469746
630 000 023;;;"АО ""Экономбанк""";ЭКОНОМБАНК;АО;НПАО;1 319;;;29.12.1990;;410031, г.Саратов, ул.Радищева, 28;1026400002067
450 000 626;;;Банк Экономический Союз (АО);ЭКОНОМИЧЕСКИЙ СОЮЗ;АО;НПАО;2 798;;;19.04.1994;ОТЗ;125252, г. Москва, ул. Алабяна, д. 13, корп. 1;1127711000010
570 000 014;;;"ОАО АКБ ""ЭКОПРОМБАНК""";ЭКОПРОМБАНК;ОАО;ОАО (АО);2 011;;;17.08.1992;ОТЗ;614000, г. Пермь, ул. Екатерининская, 120;1025900003854
400 000 015;;;ЭКСИ-Банк (АО);ЭКСИ-БАНК;АО;НПАО;2 530;;;14.10.1993;;199178, г. Санкт-Петербург, муниципальный округ Васильевский, Малый пр-кт В.О., д. 54, к. 4, литера В, помещ. 1-Н;1027800000942
520 000 016;;;"АО ""Эксперт Банк""";ЭКСПЕРТ БАНК;АО;НПАО;2 949;;;29.06.1994;ОТЗ;644046, г.Омск, ул. Маршала Жукова, дом № 107;1025500001328
450 000 986;;;"АО ""Экспобанк""";ЭКСПОБАНК;АО;НПАО;2 998;;;27.07.1994;;115054, город Москва, наб Космодамианская, д. 52 стр. 7;1217700369083
820 000 013;;;"ОАО АКБ ""ЭКСПРЕСС""";ЭКСПРЕСС;ОАО;ОАО (АО);3 084;;;06.09.1994;ОТЗ;367000, Республика Дагестан, г. Махачкала, ул. Абубакарова, 92;1020500000619
450 000 265;;;"КБ ""Экспресс-кредит"" (АО)";ЭКСПРЕСС-КРЕДИТ;АО;НПАО;210;;;30.09.1991;ОТЗ;105037,  г. Москва, ул.3-я Прядильная, д.3;1027739290270
840 000 004;;;"ООО КБ ""Эл банк""";ЭЛ БАНК;ООО;ООО (Паевое);1 025;;;29.11.1990;ОТЗ;445037,  Самарская область, г. Тольятти, Новый проезд, д. 8;1020400000070
512 039 606;НКО;Расчетная НКО;"ООО ""НКО ""ЭЛЕКСИР""";ЭЛЕКСИР;ООО;ООО (Паевое);3 533;-К;-К;09.03.2016;;125047, Россия, город Москва, улица 1-я Тверская-Ямская, дом 23, строение 1, 4 этаж, помещение V, комнаты № 6, 6а, 7-9, 10а, 10б, 21, 22, 26, 27;1167700053278
450 000 718;НКО;Расчетная НКО;"АО НКО ""ЭЛЕКСНЕТ""";ЭЛЕКСНЕТ;АО;НПАО;3 314;-К;-К;30.06.1992;;119530, г. Москва, Очаковское шоссе, д. 10, корпус 2, стр. 1, помещение VI, этаж 3, комната № 11.;1027739020726
512 006 806;НКО;Платежная НКО;"НКО ""ЭПС"" (ООО)";ЭЛЕКТРОННЫЙ ПЛАТЕЖНЫЙ СЕРВИС;ООО;ООО (Паевое);3 509;-К;-К;27.06.2012;АНН;115093, г. Москва, ул. Павловская, д. 7, стр. 1;1127711000020
290 000 009;;;"ООО банк ""Элита""";ЭЛИТА;ООО;ООО (Паевое);1 399;;;06.03.1991;;248000, г. Калуга, ул. Московская, д. 6;1024000001002
512 041 226;НКО;Платежная НКО;"ООО ПНКО ""ЭЛПЛАТ""";ЭЛПЛАТ;ООО;ООО (Паевое);3 535;-К;-К;25.07.2016;;426009, г. Ижевск, ул. Совхозная, дом 34;1161832070840
820 000 100;;;"АО АКБ ""ЭЛЬБИН""";ЭЛЬБИН;АО;НПАО;2 267;;;29.01.1993;ОТЗ;367000, Республика Дагестан, г. Махачкала, ул. Батырая, д.56;1020500001103
